respondent_id,timestamp,username,question_num,score,score_text,weighted_score
1,7/6/2025 15:49:54,User1,1,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,2,2,2: あまり本人らしくない,1.41
1,7/6/2025 15:49:54,User1,3,1,1: 全く本人らしくない,1.41
1,7/6/2025 15:49:54,User1,4,2,2: あまり本人らしくない,1.41
1,7/6/2025 15:49:54,User1,5,1,1: 全く本人らしくない,1.41
1,7/6/2025 15:49:54,User1,6,3,3: 本人らしさは出ていない,1.41
1,7/6/2025 15:49:54,User1,7,2,2: あまり本人らしくない,1.41
1,7/6/2025 15:49:54,User1,8,1,1: 全く本人らしくない,1.41
1,7/6/2025 15:49:54,User1,9,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,10,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,11,3,3: 本人らしさは出ていない,1.41
1,7/6/2025 15:49:54,User1,12,3,3: 本人らしさは出ていない,1.41
1,7/6/2025 15:49:54,User1,13,2,2: あまり本人らしくない,1.41
1,7/6/2025 15:49:54,User1,14,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,15,1,1: 全く本人らしくない,1.41
1,7/6/2025 15:49:54,User1,16,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,17,2,2: あまり本人らしくない,1.41
1,7/6/2025 15:49:54,User1,18,3,3: 本人らしさは出ていない,1.41
1,7/6/2025 15:49:54,User1,19,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,20,3,3: 本人らしさは出ていない,1.41
1,7/6/2025 15:49:54,User1,21,5,5: かなり本人らしい,1.41
1,7/6/2025 15:49:54,User1,22,1,1: 全く本人らしくない,1.41
1,7/6/2025 15:49:54,User1,23,3,3: 本人らしさは出ていない,1.41
1,7/6/2025 15:49:54,User1,24,5,5: かなり本人らしい,1.41
1,7/6/2025 15:49:54,User1,25,2,2: あまり本人らしくない,1.41
1,7/6/2025 15:49:54,User1,26,1,1: 全く本人らしくない,1.41
1,7/6/2025 15:49:54,User1,27,5,5: かなり本人らしい,1.41
1,7/6/2025 15:49:54,User1,28,4,4: やや本人らしい,1.41
1,7/6/2025 15:49:54,User1,29,5,5: かなり本人らしい,1.41
1,7/6/2025 15:49:54,User1,30,2,2: あまり本人らしくない,1.41
2,7/6/2025 23:53:45,User2,1,5,5: かなり本人らしい,1.28
2,7/6/2025 23:53:45,User2,2,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,3,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,4,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,5,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,6,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,7,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,8,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,9,4,4: やや本人らしい,1.28
2,7/6/2025 23:53:45,User2,10,2,2: あまり本人らしくない,1.28
2,7/6/2025 23:53:45,User2,11,4,4: やや本人らしい,1.28
2,7/6/2025 23:53:45,User2,12,2,2: あまり本人らしくない,1.28
2,7/6/2025 23:53:45,User2,13,2,2: あまり本人らしくない,1.28
2,7/6/2025 23:53:45,User2,14,1,1: 全く本人らしくない,1.28
2,7/6/2025 23:53:45,User2,15,1,1: 全く本人らしくない,1.28
